"cod_dpto","nom_dpto","cod_prov","nom_prov","nom_cap","num_dist","sup_tot","pob_total","total_pers","c5_p2_1","c5_p2_2","num_viv_pa","num_viv_op","num_hog","almenosuna","c1nbi_abs","c2nbi_abs","c3nbi_abs","c4nbi_abs","c5nbi_abs","nbi1_abs","nbi2_abs","nbi3_abs","nbi4_abs","nbi5_abs","vs_sh","vs_agua_rp","vs_aelec","v_ptierra","v_1hab","h_lenna","h_cocin","hs_pclptb","hs_tcelu","hs_inter","pet","pea","peao","pead","pei","c5_p12_2","c5_p12_1","c5_p8_6","c5_p8_1","c5_p9_3","c5_p9_4","c5_p9_5","c5_p9_6","c5_p10_1","c5_p10_4","gr_edad_1","gr_edad_2","gr_edad_3","gr_edad_4","gr_edad_5","gr_quin_1","gr_quin_2","gr_quin_3","gr_quin_4","gr_quin_5","p_sex_h","p_sex_m","almenosu_1","c1nbi_porc","c2nbi_porc","c3nbi_porc","c4nbi_porc","c5nbi_porc","nbi1_porc","nbi2_porc","nbi3_porc","nbi4_porc","nbi5_porc","pvs_sh","pvs_agua_r","pvs_aelec","pv_ptierra","pv_1hab","ph_cocin","phs_pclptb","phs_tcelu","phs_inter","p_pet","p_pea","p_pea_o","p_pea_d","p_pei","p_lees_no","p_lees_si","p_af_ning","p_af_sis","p_dl_hab","p_dl_mov","p_dl_ent","p_dl_rel","p_dni","p_no_docum","p_ge_0a14","p_ge_15a29","p_ge_30a44","p_ge_45a64","p_ge_65ym","pgr_quin1","pgr_quin2","pgr_quin3","pgr_quin4","pgr_quin5","fuente"
"8","CUSCO","811","PAUCARTAMBO","PAUCARTAMBO","6","6,295.01","42,504","41,983","21,299","21,205","16,511","11,906","12,184","22,289","13,403","6,292","1,975","577","42","5,914","9,439","10,844","1,226","7,007","6,484","3,362","3,632","10,142","4,488","10,564","12,742","11,620","4,969","11,998","28,718","14,980","14,104","876","13,738","10,559","29,433","4,827","36,179","270","1,646","605","470","41,961","252","14,882","9,819","7,892","5,766","4,145","4,463","4,877","5,542","4,137","3,037","50.110578","49.889422","53.090537","31.924827","14.987019","4.704285","1.374366","0.10004","14.086654","22.48291","25.829502","2.92023","16.690089","54.459936","28.237863","30.505627","85.183941","37.69528","104.579777","95.370978","40.782994","98.473408","67.565406","35.243742","33.182759","2.060982","32.321664","24.842368","69.2476","11.356578","85.119048","0.635234","3.872577","1.423395","1.105778","98.722473","0.592885","35.013175","23.101355","18.567664","13.565782","9.752023","10.500188","11.474214","13.038773","9.733202","7.14521","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"8","CUSCO","812","QUISPICANCHI","URCOS","12","7,564.79","87,430","86,363","42,903","44,527","33,477","23,562","24,703","36,012","25,749","8,214","1,798","226","25","3,959","14,502","13,741","2,623","13,775","10,106","3,562","4,990","17,283","6,457","16,731","22,142","22,371","7,432","23,398","60,565","29,228","26,948","2,280","31,337","17,837","64,752","13,835","66,607","460","3,157","1,106","729","86,687","223","28,877","21,679","16,516","11,541","8,817","8,641","9,999","10,237","8,447","6,976","49.071257","50.928743","41.698413","29.814851","9.511017","2.08191","0.261686","0.028948","4.584139","16.791913","15.910749","3.03718","15.950118","42.891096","15.117562","21.178168","73.351159","27.404295","89.632838","90.559851","30.085415","94.717241","69.272561","33.430173","30.822372","2.607801","35.842388","20.401464","74.061535","15.824088","76.183232","0.526135","3.610889","1.265012","0.83381","99.150177","0.255061","33.028709","24.795837","18.890541","13.200275","10.084639","9.883335","11.436578","11.708796","9.661443","7.978955","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"8","CUSCO","813","URUBAMBA","URUBAMBA","7","1,439.43","60,739","57,178","30,361","30,378","21,065","15,484","16,518","14,874","11,461","2,736","586","82","9","1,624","6,617","6,423","1,116","3,284","3,526","1,226","2,253","9,080","3,231","10,643","11,947","13,497","3,631","14,411","45,593","27,352","26,093","1,259","18,241","8,590","49,122","16,955","32,295","367","1,627","691","359","60,136","151","16,251","15,728","13,003","8,977","6,780","5,364","5,271","5,616","5,248","5,292","49.986006","50.013994","26.013502","20.044423","4.785057","1.02487","0.143412","0.01574","2.840253","11.572633","11.233341","1.9518","5.743468","22.771894","7.917851","14.550504","58.641178","20.866701","72.327158","81.710861","21.98208","87.244218","75.063798","45.032022","42.959219","2.072803","30.031775","14.142478","80.873903","27.91452","53.170121","0.604225","2.678674","1.137655","0.591054","99.007228","0.248605","26.755462","25.894401","21.407992","14.779631","11.162515","8.831229","8.678115","9.246119","8.640248","8.712689","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"9","HUANCAVELICA","901","HUANCAVELICA","HUANCAVELICA","19","4,215.56","115,054","108,862","55,247","59,807","50,500","32,329","33,386","38,918","30,062","7,566","1,144","146","0","3,553","12,512","21,933","2,207","9,005","14,630","5,085","5,215","20,242","8,111","17,788","27,161","26,810","9,299","29,771","83,062","40,459","37,445","3,014","42,603","18,952","90,165","9,561","82,426","702","2,790","1,452","907","114,629","106","34,603","30,041","21,135","15,158","14,117","10,205","11,614","12,784","11,800","9,863","48.018322","51.981678","35.749848","27.614778","6.950084","1.050872","0.134115","0","3.263765","11.49345","20.147526","2.027337","8.271941","45.253488","15.728912","16.131028","62.612515","25.088929","81.35446","80.303121","27.852992","89.172108","72.193926","35.165227","32.545587","2.619639","37.0287","16.472265","78.367549","8.310011","71.641142","0.610148","2.424948","1.262016","0.788325","99.630608","0.092131","30.075443","26.110348","18.369635","13.174683","12.269891","8.869748","10.09439","11.111304","10.256054","8.572496","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"9","HUANCAVELICA","902","ACOBAMBA","ACOBAMBA","8","910.82","38,208","36,831","18,246","19,962","20,466","11,224","11,670","11,506","9,379","1,851","276","0","0","385","3,106","5,258","612","4,548","7,784","2,002","2,256","9,775","2,154","9,792","11,467","10,932","3,427","11,357","27,651","12,638","11,883","755","15,013","8,322","27,896","2,136","33,668","227","762","347","256","37,997","49","11,567","9,436","6,918","5,628","4,659","3,577","3,482","4,508","4,098","2,832","47.754397","52.245603","31.239988","25.464962","5.025658","0.749369","0","0","1.045315","8.433113","14.276017","1.661644","12.348294","69.35139","17.836778","20.099786","87.090164","19.191019","98.260497","93.676093","29.365895","97.317909","72.369661","33.076843","31.100817","1.976026","39.292818","21.780779","73.010888","5.590452","88.117672","0.594116","1.994347","0.908187","0.670017","99.44776","0.128245","30.273765","24.696399","18.106156","14.729899","12.193781","9.361914","9.113275","11.798576","10.725503","7.41206","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"9","HUANCAVELICA","903","ANGARAES","LIRCAY","12","1,959.03","49,207","48,256","23,914","25,293","22,392","13,973","14,279","18,759","14,482","3,655","553","69","0","1,907","5,211","7,121","1,304","8,184","8,640","2,686","4,444","10,811","2,938","10,556","13,278","13,066","4,599","13,793","34,475","14,091","12,855","1,236","20,384","10,465","35,957","3,253","37,111","312","1,171","532","371","48,961","70","16,044","12,190","8,849","6,440","5,684","4,865","5,049","6,130","5,409","3,726","48.598777","51.401223","38.873922","30.010776","7.574188","1.145971","0.142987","0","3.95184","10.798657","14.756714","2.702255","16.959549","61.833536","19.222787","31.804194","77.370643","21.026265","92.989705","91.505007","32.208138","96.5964","70.06117","28.63617","26.124332","2.511838","41.425001","21.267299","73.072937","6.610848","75.418132","0.634056","2.379743","1.081147","0.753958","99.500071","0.142256","32.605117","24.772898","17.983214","13.087569","11.551202","9.886805","10.260735","12.457577","10.992338","7.572093","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"9","HUANCAVELICA","904","CASTROVIRREYNA","CASTROVIRREYNA","13","3,984.62","13,982","13,374","6,984","6,998","11,001","5,078","5,219","6,123","4,322","1,525","259","17","0","1,132","2,745","3,352","351","637","3,571","1,853","1,828","3,925","2,304","4,086","5,186","4,997","2,125","5,189","10,165","5,833","5,571","262","4,332","2,003","11,267","1,042","11,017","128","605","193","112","13,902","18","4,111","2,662","2,449","2,230","2,530","1,238","1,388","1,485","1,094","801","49.949936","50.050064","45.782862","32.316435","11.402722","1.936593","0.127112","0","8.464184","20.524899","25.063556","2.624495","4.762973","70.322962","36.490744","35.998425","77.29421","45.372194","99.367695","95.746312","40.716612","99.425177","72.700615","41.717923","39.844085","1.873838","30.982692","14.325561","80.582177","7.452439","78.794164","0.915463","4.326992","1.380346","0.80103","99.427836","0.128737","29.402088","19.038764","17.515377","15.949077","18.094693","8.854241","9.927049","10.620798","7.824346","5.728794","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"9","HUANCAVELICA","905","CHURCAMPA","CHURCAMPA","11","1,218.42","32,538","30,868","15,825","16,713","17,372","9,681","9,967","11,621","9,039","2,291","286","0","5","634","3,134","5,831","743","4,162","6,358","2,039","2,274","8,330","2,017","8,821","9,176","9,495","3,360","9,854","23,141","10,584","10,192","392","12,557","7,213","23,628","2,301","27,486","293","900","459","235","32,340","63","10,177","7,169","5,928","4,826","4,438","2,998","3,176","4,003","3,111","2,239","48.635442","51.364558","37.647402","29.282752","7.421926","0.926526","0","0.016198","2.053907","10.152909","18.890113","2.407023","13.483219","65.675034","21.061874","23.489309","86.04483","20.834625","92.063811","95.264372","33.711247","98.866259","71.119921","32.528121","31.323376","1.204745","38.5918","22.167927","72.616633","7.071732","84.473539","0.900486","2.765997","1.410658","0.722232","99.391481","0.19362","31.277276","22.0327","18.218698","14.831889","13.639437","9.213842","9.760895","12.302539","9.561129","6.881185","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"9","HUANCAVELICA","906","HUAYTARA","HUAYTARA","16","6,458.39","17,247","16,558","8,704","8,543","12,322","6,439","6,581","8,822","5,921","2,376","439","78","8","2,012","2,722","6,197","319","1,092","4,756","2,568","2,750","5,518","2,359","4,811","6,668","6,418","2,976","6,541","13,029","6,543","5,966","577","6,486","2,695","13,777","2,117","13,412","135","695","185","132","17,075","47","4,516","3,160","3,111","2,940","3,520","1,377","1,592","1,547","1,227","954","50.466748","49.533252","53.279382","35.75915","14.349559","2.651286","0.471071","0.048315","12.151226","16.439183","37.426018","1.926561","6.594999","73.862401","39.881969","42.708495","85.696537","36.636124","101.321988","97.523173","45.221091","99.39219","75.543573","37.937033","34.591523","3.345509","37.60654","15.625906","79.880559","12.274598","77.764249","0.782745","4.029686","1.07265","0.76535","99.002725","0.272511","26.184264","18.322027","18.03792","17.046443","20.409347","7.983997","9.230591","8.969676","7.114281","5.531397","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"9","HUANCAVELICA","907","TAYACAJA","PAMPAS","21","3,378.36","81,403","78,494","39,922","41,481","41,139","24,272","24,916","26,010","20,650","4,498","790","72","0","2,109","8,953","12,778","1,871","6,593","14,210","4,561","4,452","20,404","5,463","21,426","21,992","23,664","7,976","24,283","58,928","29,528","28,084","1,444","29,400","16,094","61,189","6,427","69,662","581","2,284","924","523","80,887","184","24,411","19,621","14,944","11,964","10,463","7,455","7,737","9,219","8,566","5,986","49.042419","50.957581","33.136291","26.307743","5.730374","1.006446","0.091727","0","2.68683","11.405967","16.278951","2.383622","8.399368","58.544825","18.7912","18.342123","84.063942","22.507416","88.264569","94.975116","32.011559","97.459464","72.390452","36.273847","34.499957","1.77389","36.116605","19.77077","75.167991","7.895286","85.576699","0.713733","2.805793","1.135093","0.642482","99.366117","0.226036","29.987838","24.103534","18.358046","14.697247","12.853335","9.158139","9.504564","11.325135","10.522954","7.353537","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"10","HUANUCO","1001","HUANUCO","HUANUCO","13","3,591.59","293,397","283,244","143,850","149,547","95,680","73,190","80,760","65,647","53,999","10,006","1,417","219","6","3,443","37,448","12,193","6,735","19,349","24,171","19,110","12,152","31,509","16,873","33,513","34,767","57,618","15,038","66,665","218,174","120,622","113,419","7,203","97,552","42,478","235,689","64,435","159,504","1,902","6,883","3,035","1,991","291,219","754","80,754","79,531","61,181","40,947","30,984","26,044","26,589","28,121","27,264","27,996","49.029131","50.970869","23.176837","19.064482","3.532643","0.500275","0.077318","0.002118","1.21556","13.22111","4.304769","2.377809","6.831213","33.025003","26.110124","16.603361","43.050963","23.053696","43.049777","71.344725","18.620604","82.547053","74.36136","41.112213","38.657178","2.455035","33.249147","14.477994","80.331087","21.961711","54.364564","0.648268","2.345968","1.034435","0.678603","99.257661","0.25699","27.523799","27.106957","20.852633","13.956175","10.560435","8.87671","9.062465","9.584624","9.292529","9.54202","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"10","HUANUCO","1002","AMBO","AMBO","8","1,575.18","50,880","49,202","24,964","25,916","22,337","14,351","14,866","19,191","13,976","4,195","948","72","0","530","11,608","6,930","1,238","5,192","7,109","3,337","3,987","9,554","5,868","11,095","11,456","13,774","3,849","14,048","37,117","16,624","15,862","762","20,493","9,755","38,142","7,526","38,418","335","1,471","474","257","50,522","139","14,825","12,318","9,235","7,257","7,245","4,921","4,719","5,185","4,655","4,033","49.064465","50.935535","39.004512","28.405349","8.526076","1.926751","0.146336","0","1.077192","23.592537","14.084793","2.516158","10.552417","49.536618","23.252735","27.782036","66.573758","40.889137","77.061752","92.654379","25.891296","94.497511","72.950079","32.672956","31.175314","1.497642","40.277123","19.172563","74.964623","14.791667","75.507075","0.658412","2.891116","0.931604","0.50511","99.296384","0.273192","29.137186","24.209906","18.15055","14.262972","14.239387","9.671777","9.274764","10.190645","9.148978","7.926494","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"10","HUANUCO","1003","DOS DE MAYO","LA UNION","9","1,468.07","33,258","32,110","16,024","17,234","14,424","9,521","9,928","12,330","9,167","2,675","430","54","4","765","7,522","2,760","750","4,246","5,489","2,711","3,364","7,898","3,726","8,271","8,909","9,250","4,146","9,752","23,214","9,571","8,934","637","13,643","5,866","25,580","2,780","26,873","306","951","391","241","32,935","96","10,882","7,494","5,879","4,706","4,297","3,129","3,339","4,414","3,266","2,250","48.180889","51.819111","38.399253","28.548739","8.330738","1.339147","0.168172","0.012457","2.382435","23.425724","8.595453","2.335721","13.223295","57.651507","28.4739","35.332423","82.953471","39.134545","89.7361","93.17083","41.760677","98.227236","69.799747","28.778038","26.86271","1.915329","41.021709","17.637862","76.913825","8.358891","80.801612","0.920079","2.859462","1.175657","0.724638","99.028805","0.288652","32.719947","22.532924","17.67695","14.149979","12.9202","9.408263","10.03969","13.271995","9.820194","6.76529","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"10","HUANUCO","1004","HUACAYBAMBA","HUACAYBAMBA","4","1,743.95","16,551","16,123","8,141","8,410","5,728","4,130","4,424","5,794","4,714","974","83","23","0","265","1,497","1,401","291","3,549","2,598","812","966","3,967","431","4,128","4,132","4,203","2,194","4,389","11,479","3,259","2,769","490","8,220","3,480","12,137","1,309","13,976","143","423","113","54","16,322","69","5,585","3,716","2,895","2,360","1,995","1,597","1,714","2,274","1,787","1,023","49.18736","50.81264","35.93624","29.237735","6.041059","0.514793","0.142653","0","1.643615","9.284873","8.68945","1.804875","22.012033","62.905569","19.661017","23.389831","96.053269","10.435835","93.399638","95.004521","49.593128","99.208861","69.355326","19.690653","16.730107","2.960546","49.664673","21.02592","73.330917","7.908888","84.442028","0.863996","2.555737","0.682738","0.326264","98.616398","0.416893","33.744185","22.451816","17.49139","14.258957","12.053652","9.648964","10.35587","13.739351","10.796931","6.180895","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
